"Draw date","Results","Winning Numbers",,,,,,"B","Jackpot","Jackpot",,,,,,,
2/11/2009,"9 14 16 38 46 47 11",9,14,16,38,46,47,11,"£2,806,010 Rolled","£2,806,010",,,,,,,
2/7/2009,"3 7 24 25 26 41 28",3,7,24,25,26,41,28,"£7,479,590","£7,479,590",,,,,,,
2/4/2009,"4 24 31 33 36 40 25",4,24,31,33,36,40,25,"£2,815,375 Rolled","£2,815,375",,,,,,,
1/31/2009,"1 4 13 15 35 38 39",1,4,13,15,35,38,39,"£8,328,317","£8,328,317",,,,,,,
1/28/2009,"4 29 37 39 40 43 9",4,29,37,39,40,43,9,"£2,988,068 Rolled","£2,988,068",,,,,,,
1/24/2009,"24 25 26 38 39 40 3",24,25,26,38,39,40,3,"£5,585,136","£5,585,136",,,,,,,
1/21/2009,"3 25 28 29 32 45 48",3,25,28,29,32,45,48,"£2,666,112","£2,666,112",,,,,,,
1/17/2009,"1 7 9 33 36 38 39",1,7,9,33,36,38,39,"£7,675,704","£7,675,704",,,,,,,
1/14/2009,"3 18 28 37 39 42 40",3,18,28,37,39,42,40,"£2,673,721 Rolled","£2,673,721",,,,,,,
1/10/2009,"5 8 11 15 38 45 21",5,8,11,15,38,45,21,"£4,205,574","£4,205,574",,,,,,,
1/7/2009,"1 8 27 32 39 45 7",1,8,27,32,39,45,7,"£2,715,451","£2,715,451",,,,,,,
1/3/2009,"9 19 36 37 39 49 10",9,19,36,37,39,49,10,"£5,087,696","£5,087,696",,,,,,,
12/31/2008,"3 11 15 33 36 45 38",3,11,15,33,36,45,38,"£3,042,924","£3,042,924",,,,,,,
12/27/2008,"7 10 24 39 40 42 5",7,10,24,39,40,42,5,"£3,430,704","£3,430,704",,,,,,,
12/24/2008,"2 10 24 31 37 47 38",2,10,24,31,37,47,38,"£3,336,065","£3,336,065",,,,,,,
12/20/2008,"3 9 11 23 36 44 25",3,9,11,23,36,44,25,"£3,503,840","£3,503,840",,,,,,,
12/17/2008,"10 15 17 26 46 49 47",10,15,17,26,46,49,47,"£2,674,438","£2,674,438",,,,,,,
12/13/2008,"2 4 16 28 37 47 5",2,4,16,28,37,47,5,"£4,567,978","£4,567,978",,,,,,,
12/10/2008,"9 11 23 27 29 33 36",9,11,23,27,29,33,36,"£7,544,200","£7,544,200",,,,,,,
12/6/2008,"10 12 20 37 39 48 31",10,12,20,37,39,48,31,"£5,102,377 Rolled","£5,102,377",,,,,,,
12/3/2008,"4 12 19 21 34 44 38",4,12,19,21,34,44,38,"£2,187,692","£2,187,692",,,,,,,
11/29/2008,"10 34 35 39 43 47 33",10,34,35,39,43,47,33,"£7,649,917","£7,649,917",,,,,,,
11/26/2008,"3 6 13 23 27 49 16",3,6,13,23,27,49,16,"£1,959,903 Rolled","£1,959,903",,,,,,,
11/22/2008,"4 12 34 35 38 48 27",4,12,34,35,38,48,27,"£5,045,744","£5,045,744",,,,,,,
11/19/2008,"5 7 18 27 31 33 29",5,7,18,27,31,33,29,"£2,034,332","£2,034,332",,,,,,,
11/15/2008,"14 17 30 37 38 41 49",14,17,30,37,38,41,49,"£5,260,450","£5,260,450",,,,,,,
11/12/2008,"1 5 13 20 27 45 14",1,5,13,20,27,45,14,"£7,793,030","£7,793,030",,,,,,,
11/8/2008,"15 24 26 27 33 34 23",15,24,26,27,33,34,23,"£4,973,192 Rolled","£4,973,192",,,,,,,
11/5/2008,"2 11 13 27 34 43 25",2,11,13,27,34,43,25,"£2,372,400","£2,372,400",,,,,,,
11/1/2008,"18 19 25 30 33 43 4",18,19,25,30,33,43,4,"£4,773,270","£4,773,270",,,,,,,
10/29/2008,"6 10 12 15 20 27 26",6,10,12,15,20,27,26,"£1,953,464","£1,953,464",,,,,,,
10/25/2008,"1 20 31 38 43 46 36",1,20,31,38,43,46,36,"£8,571,844","£8,571,844",,,,,,,
10/22/2008,"1 12 29 35 37 40 25",1,12,29,35,37,40,25,"£2,835,473 Rolled","£2,835,473",,,,,,,
10/18/2008,"3 10 12 30 39 40 23",3,10,12,30,39,40,23,"£4,538,780","£4,538,780",,,,,,,
10/15/2008,"1 8 15 18 34 38 19",1,8,15,18,34,38,19,"£2,551,944","£2,551,944",,,,,,,
10/11/2008,"20 21 23 24 27 28 33",20,21,23,24,27,28,33,"£7,853,164","£7,853,164",,,,,,,
10/8/2008,"9 13 24 25 42 48 5",9,13,24,25,42,48,5,"£2,494,580 Rolled","£2,494,580",,,,,,,
10/4/2008,"17 18 28 29 32 40 39",17,18,28,29,32,40,39,"£8,034,297","£8,034,297",,,,,,,
10/1/2008,"6 27 29 38 42 49 30",6,27,29,38,42,49,30,"£2,672,551 Rolled","£2,672,551",,,,,,,
9/27/2008,"11 21 27 38 40 44 2",11,21,27,38,40,44,2,"£7,527,304","£7,527,304",,,,,,,
9/24/2008,"1 14 21 24 35 46 38",1,14,21,24,35,46,38,"£2,679,494 Rolled","£2,679,494",,,,,,,
9/20/2008,"5 15 20 22 24 47 45",5,15,20,22,24,47,45,"£4,493,783","£4,493,783",,,,,,,
9/17/2008,"3 9 11 24 29 43 25",3,9,11,24,29,43,25,"£1,937,564","£1,937,564",,,,,,,
9/13/2008,"5 21 28 29 40 44 35",5,21,28,29,40,44,35,"£4,551,108","£4,551,108",,,,,,,
9/10/2008,"7 15 16 19 22 48 38",7,15,16,19,22,48,38,"£2,297,305","£2,297,305",,,,,,,
9/6/2008,"4 6 9 13 35 36 46",4,6,9,13,35,36,46,"£4,423,914","£4,423,914",,,,,,,
9/3/2008,"3 5 7 9 24 35 11",3,5,7,9,24,35,11,"£1,795,404","£1,795,404",,,,,,,
8/30/2008,"2 14 27 31 36 44 48",2,14,27,31,36,44,48,"£7,702,268","£7,702,268",,,,,,,
8/27/2008,"8 14 33 34 35 43 12",8,14,33,34,35,43,12,"£2,812,064 Rolled","£2,812,064",,,,,,,
8/23/2008,"9 16 23 26 27 42 44",9,16,23,26,27,42,44,"£13,582,850","£13,582,850",,,,,,,
8/20/2008,"1 29 32 33 34 38 6",1,29,32,33,34,38,6,"£8,483,403 Rolled","£8,483,403",,,,,,,
8/16/2008,"2 3 9 34 35 41 46",2,3,9,34,35,41,46,"£4,909,676 Rolled","£4,909,676",,,,,,,
8/13/2008,"5 9 10 11 23 26 12",5,9,10,11,23,26,12,"£1,707,018","£1,707,018",,,,,,,
9/8/2008,"9 10 17 29 33 40 15",9,10,17,29,33,40,15,"£7,021,515","£7,021,515",,,,,,,
6/8/2008,"7 9 23 30 47 49 18",7,9,23,30,47,49,18,"£2,289,219 Rolled","£2,289,219",,,,,,,
2/8/2008,"8 15 23 32 35 49 9",8,15,23,32,35,49,9,"£4,665,210","£4,665,210",,,,,,,
7/30/2008,"4 26 28 32 44 46 7",4,26,28,32,44,46,7,"£2,561,513","£2,561,513",,,,,,,
7/26/2008,"3 11 19 24 33 35 9",3,11,19,24,33,35,9,"£4,053,992","£4,053,992",,,,,,,
7/23/2008,"15 17 33 35 39 40 49",15,17,33,35,39,40,49,"£2,874,098","£2,874,098",,,,,,,
7/19/2008,"6 9 13 18 29 30 37",6,9,13,18,29,30,37,"£3,655,854","£3,655,854",,,,,,,
7/16/2008,"3 12 17 18 22 42 19",3,12,17,18,22,42,19,"£2,078,916","£2,078,916",,,,,,,
7/12/2008,"16 27 28 29 30 42 43",16,27,28,29,30,42,43,"£4,787,932","£4,787,932",,,,,,,
7/9/2008,"2 3 9 15 26 29 19",2,3,9,15,26,29,19,"£1,947,904","£1,947,904",,,,,,,
7/5/2008,"2 22 26 28 30 39 12",2,22,26,28,30,39,12,"£4,698,110","£4,698,110",,,,,,,
7/2/2008,"3 4 12 23 30 31 33",3,4,12,23,30,31,33,"£2,019,318","£2,019,318",,,,,,,
6/28/2008,"7 12 19 23 46 48 28",7,12,19,23,46,48,28,"£4,192,160","£4,192,160",,,,,,,
6/25/2008,"11 12 22 23 24 36 26",11,12,22,23,24,36,26,"£2,355,880","£2,355,880",,,,,,,
6/21/2008,"8 9 11 16 18 22 36",8,9,11,16,18,22,36,"£6,879,512","£6,879,512",,,,,,,
6/18/2008,"12 26 34 39 40 45 19",12,26,34,39,40,45,19,"£2,950,705 Rolled","£2,950,705",,,,,,,
6/14/2008,"7 16 17 23 29 34 4",7,16,17,23,29,34,4,"£12,154,268","£12,154,268",,,,,,,
6/11/2008,"1 8 22 28 35 44 19",1,8,22,28,35,44,19,"£7,113,526 Rolled","£7,113,526",,,,,,,
6/7/2008,"5 9 14 37 38 44 42",5,9,14,37,38,44,42,"£4,368,639 Rolled","£4,368,639",,,,,,,
6/4/2008,"19 27 35 37 39 42 23",19,27,35,37,39,42,23,"£2,691,514","£2,691,514",,,,,,,
5/31/2008,"15 20 22 34 37 39 17",15,20,22,34,37,39,17,"£5,215,746","£5,215,746",,,,,,,
5/28/2008,"10 25 28 36 45 48 40",10,25,28,36,45,48,40,"£2,640,951","£2,640,951",,,,,,,
5/24/2008,"3 6 10 26 30 38 15",3,6,10,26,30,38,15,"£4,042,371","£4,042,371",,,,,,,
5/21/2008,"2 23 38 41 47 49 1",2,23,38,41,47,49,1,"£2,778,125","£2,778,125",,,,,,,
5/17/2008,"3 11 12 41 46 47 20",3,11,12,41,46,47,20,"£7,961,056","£7,961,056",,,,,,,
5/14/2008,"3 4 29 34 41 42 25",3,4,29,34,41,42,25,"£2,794,040 Rolled","£2,794,040",,,,,,,
5/10/2008,"4 14 18 24 32 40 37",4,14,18,24,32,40,37,"£4,431,177","£4,431,177",,,,,,,
5/7/2008,"9 10 12 16 30 31 3",9,10,12,16,30,31,3,"£2,123,346","£2,123,346",,,,,,,
5/3/2008,"2 15 17 32 36 42 4",2,15,17,32,36,42,4,"£4,819,206","£4,819,206",,,,,,,
4/30/2008,"15 31 33 35 41 44 9",15,31,33,35,41,44,9,"£12,464,996","£12,464,996",,,,,,,
4/26/2008,"1 4 16 37 39 40 35",1,4,16,37,39,40,35,"£8,269,656 Rolled","£8,269,656",,,,,,,
4/23/2008,"10 15 23 34 39 41 33",10,15,23,34,39,41,33,"£2,792,417 Rolled","£2,792,417",,,,,,,
4/19/2008,"5 19 24 38 42 46 27",5,19,24,38,42,46,27,"£4,672,544","£4,672,544",,,,,,,
4/16/2008,"4 10 14 29 31 38 43",4,10,14,29,31,38,43,"£2,401,257","£2,401,257",,,,,,,
4/12/2008,"4 17 22 44 46 49 26",4,17,22,44,46,49,26,"£4,597,264","£4,597,264",,,,,,,
4/9/2008,"1 6 8 14 17 32 12",1,6,8,14,17,32,12,"£2,259,462","£2,259,462",,,,,,,
4/5/2008,"7 23 30 41 45 49 2",7,23,30,41,45,49,2,"£4,935,066","£4,935,066",,,,,,,
4/2/2008,"2 6 21 23 43 47 29",2,6,21,23,43,47,29,"£2,503,562","£2,503,562",,,,,,,
3/29/2008,"11 17 28 31 40 43 39",11,17,28,31,40,43,39,"£4,734,660","£4,734,660",,,,,,,
3/26/2008,"3 22 27 33 45 48 17",3,22,27,33,45,48,17,"£2,507,250","£2,507,250",,,,,,,
3/22/2008,"7 11 14 27 45 48 37",7,11,14,27,45,48,37,"£4,193,676","£4,193,676",,,,,,,
3/19/2008,"5 21 22 25 27 35 14",5,21,22,25,27,35,14,"£2,376,008","£2,376,008",,,,,,,
3/15/2008,"2 23 37 40 48 49 29",2,23,37,40,48,49,29,"£5,298,298","£5,298,298",,,,,,,
3/12/2008,"1 13 26 38 41 47 7",1,13,26,38,41,47,7,"£2,855,067","£2,855,067",,,,,,,
3/8/2008,"4 15 18 30 31 47 9",4,15,18,30,31,47,9,"£4,807,426","£4,807,426",,,,,,,
3/5/2008,"8 14 16 39 43 47 38",8,14,16,39,43,47,38,"£2,826,788","£2,826,788",,,,,,,
3/1/2008,"1 8 12 20 29 49 4",1,8,12,20,29,49,4,"£4,488,414","£4,488,414",,,,,,,
2/27/2008,"16 29 30 32 38 45 40",16,29,30,32,38,45,40,"£2,964,163","£2,964,163",,,,,,,
2/23/2008,"8 11 16 25 39 46 37",8,11,16,25,39,46,37,"£4,813,632","£4,813,632",,,,,,,
2/20/2008,"7 17 29 31 39 44 4",7,17,29,31,39,44,4,"£2,415,360","£2,415,360",,,,,,,
2/16/2008,"9 18 21 24 37 48 22",9,18,21,24,37,48,22,"£4,849,600","£4,849,600",,,,,,,
2/13/2008,"9 14 24 28 32 41 13",9,14,24,28,32,41,13,"£2,631,895","£2,631,895",,,,,,,
2/9/2008,"2 14 26 29 31 40 7",2,14,26,29,31,40,7,"£7,761,444","£7,761,444",,,,,,,
2/6/2008,"2 5 12 15 30 48 38",2,5,12,15,30,48,38,"£2,336,642 Rolled","£2,336,642",,,,,,,
2/2/2008,"5 7 18 22 25 34 12",5,7,18,22,25,34,12,"£7,362,600","£7,362,600",,,,,,,
1/30/2008,"7 8 27 37 40 46 1",7,8,27,37,40,46,1,"£2,864,200 Rolled","£2,864,200",,,,,,,
1/26/2008,"1 2 6 13 38 43 24",1,2,6,13,38,43,24,"£18,992,109","£18,992,109",,,,,,,
1/23/2008,"4 12 13 15 30 36 42",4,12,13,15,30,36,42,"£11,553,412 Rolled","£11,553,412",,,,,,,
1/19/2008,"6 10 30 32 43 45 23",6,10,30,32,43,45,23,"£7,670,330 Rolled","£7,670,330",,,,,,,
1/16/2008,"8 13 17 22 29 42 43",8,13,17,22,29,42,43,"£2,246,767 Rolled","£2,246,767",,,,,,,
1/12/2008,"6 11 15 18 34 45 43",6,11,15,18,34,45,43,"£4,665,624","£4,665,624",,,,,,,
1/9/2008,"14 24 26 28 44 49 45",14,24,26,28,44,49,45,"£2,598,628","£2,598,628",,,,,,,
1/5/2008,"2 3 12 20 33 49 11",2,3,12,20,33,49,11,"£4,556,043","£4,556,043",,,,,,,
1/2/2008,"13 15 25 31 37 39 41",13,15,25,31,37,39,41,"£2,749,929","£2,749,929",,,,,,,
12/29/2007,"4 13 23 28 30 32 11",4,13,23,28,30,32,11,"£4,426,112","£4,426,112",,,,,,,
12/26/2007,"8 14 18 23 27 44 48",8,14,18,23,27,44,48,"£2,192,120","£2,192,120",,,,,,,
12/22/2007,"11 13 14 16 21 44 35",11,13,14,16,21,44,35,"£4,611,766","£4,611,766",,,,,,,
12/19/2007,"11 13 21 33 36 47 3",11,13,21,33,36,47,3,"£2,571,477","£2,571,477",,,,,,,
12/15/2007,"12 22 25 43 46 49 10",12,22,25,43,46,49,10,"£8,215,291","£8,215,291",,,,,,,
12/12/2007,"19 20 23 42 44 45 7",19,20,23,42,44,45,7,"£2,807,696 Rolled","£2,807,696",,,,,,,
12/8/2007,"4 6 10 11 24 33 26",4,6,10,11,24,33,26,"£3,762,963","£3,762,963",,,,,,,
12/5/2007,"2 8 13 18 26 39 10",2,8,13,18,26,39,10,"£2,356,275","£2,356,275",,,,,,,
12/1/2007,"12 24 33 36 39 42 21",12,24,33,36,39,42,21,"£7,603,209","£7,603,209",,,,,,,
11/28/2007,"11 15 25 33 44 45 17",11,15,25,33,44,45,17,"£2,440,940 Rolled","£2,440,940",,,,,,,
11/24/2007,"1 14 25 37 39 47 38",1,14,25,37,39,47,38,"£8,194,918","£8,194,918",,,,,,,
11/21/2007,"6 8 24 25 32 47 15",6,8,24,25,32,47,15,"£2,535,066 Rolled","£2,535,066",,,,,,,
11/17/2007,"11 16 20 22 27 46 29",11,16,20,22,27,46,29,"£4,800,414","£4,800,414",,,,,,,
11/14/2007,"4 5 21 35 37 42 14",4,5,21,35,37,42,14,"£2,728,242","£2,728,242",,,,,,,
11/10/2007,"5 11 13 18 25 35 7",5,11,13,18,25,35,7,"£4,107,438","£4,107,438",,,,,,,
11/7/2007,"2 6 9 13 17 36 4",2,6,9,13,17,36,4,"£2,172,726","£2,172,726",,,,,,,
11/3/2007,"3 10 22 25 31 49 4",3,10,22,25,31,49,4,"£17,659,474","£17,659,474",,,,,,,
10/31/2007,"9 12 20 25 33 35 17",9,12,20,25,33,35,17,"£11,173,800 Rolled","£11,173,800",,,,,,,
10/27/2007,"6 8 10 13 22 32 3",6,8,10,13,22,32,3,"£7,176,688 Rolled","£7,176,688",,,,,,,
10/24/2007,"14 16 24 28 45 48 29",14,16,24,28,45,48,29,"£2,660,170 Rolled","£2,660,170",,,,,,,
10/20/2007,"4 15 25 27 33 40 20",4,15,25,27,33,40,20,"£7,698,416","£7,698,416",,,,,,,
10/17/2007,"10 12 22 32 45 46 27",10,12,22,32,45,46,27,"£2,721,688 Rolled","£2,721,688",,,,,,,
10/13/2007,"7 11 12 36 38 39 44",7,11,12,36,38,39,44,"£4,706,935","£4,706,935",,,,,,,
10/10/2007,"1 9 24 27 36 45 49",1,9,24,27,36,45,49,"£2,537,555","£2,537,555",,,,,,,
10/6/2007,"5 6 18 22 24 38 10",5,6,18,22,24,38,10,"£4,186,550","£4,186,550",,,,,,,
10/3/2007,"1 17 24 26 30 49 14",1,17,24,26,30,49,14,"£2,596,446","£2,596,446",,,,,,,
9/29/2007,"1 9 10 11 16 49 37",1,9,10,11,16,49,37,"£4,154,190","£4,154,190",,,,,,,
9/26/2007,"2 8 16 24 32 41 4",2,8,16,24,32,41,4,"£2,520,780","£2,520,780",,,,,,,
9/22/2007,"3 12 15 18 30 31 25",3,12,15,18,30,31,25,"£4,052,919","£4,052,919",,,,,,,
9/19/2007,"2 5 6 13 25 47 45",2,5,6,13,25,47,45,"£2,203,538","£2,203,538",,,,,,,
9/15/2007,"3 7 12 21 25 36 24",3,7,12,21,25,36,24,"£3,583,830","£3,583,830",,,,,,,
9/12/2007,"4 13 18 21 30 46 5",4,13,18,21,30,46,5,"£2,582,072","£2,582,072",,,,,,,
9/8/2007,"4 10 20 24 39 49 31",4,10,20,24,39,49,31,"£4,886,048","£4,886,048",,,,,,,
9/5/2007,"11 24 26 35 39 40 38",11,24,26,35,39,40,38,"£8,531,595","£8,531,595",,,,,,,
9/1/2007,"3 27 34 41 42 48 8",3,27,34,41,42,48,8,"£5,028,768 Rolled","£5,028,768",,,,,,,
8/29/2007,"4 6 11 17 31 41 44",4,6,11,17,31,41,44,"£2,214,747","£2,214,747",,,,,,,
8/25/2007,"7 13 17 33 40 42 8",7,13,17,33,40,42,8,"£4,327,923","£4,327,923",,,,,,,
8/22/2007,"18 31 35 39 40 42 32",18,31,35,39,40,42,32,"£3,006,244","£3,006,244",,,,,,,
8/18/2007,"2 12 26 32 37 47 22",2,12,26,32,37,47,22,"£4,986,272","£4,986,272",,,,,,,
8/15/2007,"2 5 15 34 35 43 12",2,5,15,34,35,43,12,"£2,727,777","£2,727,777",,,,,,,
11/8/2007,"6 10 11 19 22 46 40",6,10,11,19,22,46,40,"£6,231,484","£6,231,484",,,,,,,
8/8/2007,"3 9 12 13 20 43 7",3,9,12,13,20,43,7,"£2,112,501 Rolled","£2,112,501",,,,,,,
4/8/2007,"12 23 25 26 34 49 4",12,23,25,26,34,49,4,"£4,771,402","£4,771,402",,,,,,,
1/8/2007,"3 6 15 23 28 42 40",3,6,15,23,28,42,40,"£2,094,285","£2,094,285",,,,,,,
7/28/2007,"4 18 22 27 44 48 33",4,18,22,27,44,48,33,"£4,082,912","£4,082,912",,,,,,,
7/25/2007,"3 18 21 24 36 38 20",3,18,21,24,36,38,20,"£2,508,729","£2,508,729",,,,,,,
7/21/2007,"3 10 21 25 29 49 20",3,10,21,25,29,49,20,"£7,314,465","£7,314,465",,,,,,,
7/18/2007,"12 31 33 39 41 45 23",12,31,33,39,41,45,23,"£2,838,118 Rolled","£2,838,118",,,,,,,
7/14/2007,"15 27 35 37 38 39 11",15,27,35,37,38,39,11,"£5,248,063","£5,248,063",,,,,,,
7/11/2007,"3 9 10 12 46 47 22",3,9,10,12,46,47,22,"£2,395,710","£2,395,710",,,,,,,
7/7/2007,"16 22 28 30 33 35 37",16,22,28,30,33,35,37,"£4,966,815","£4,966,815",,,,,,,
7/4/2007,"3 13 22 32 44 46 26",3,13,22,32,44,46,26,"£2,535,441","£2,535,441",,,,,,,
6/30/2007,"10 11 17 34 38 46 48",10,11,17,34,38,46,48,"£4,920,794","£4,920,794",,,,,,,
6/27/2007,"7 13 23 40 41 48 1",7,13,23,40,41,48,1,"£2,675,046","£2,675,046",,,,,,,
6/23/2007,"6 12 19 25 31 41 21",6,12,19,25,31,41,21,"£4,169,652","£4,169,652",,,,,,,
6/20/2007,"13 16 22 43 47 49 28",13,16,22,43,47,49,28,"£2,777,820","£2,777,820",,,,,,,
6/16/2007,"8 17 33 41 43 45 37",8,17,33,41,43,45,37,"£4,900,515","£4,900,515",,,,,,,
6/13/2007,"13 19 24 30 40 48 31",13,19,24,30,40,48,31,"£7,970,784","£7,970,784",,,,,,,
6/9/2007,"2 3 23 33 40 46 30",2,3,23,33,40,46,30,"£4,797,831 Rolled","£4,797,831",,,,,,,
6/6/2007,"7 21 22 28 37 40 1",7,21,22,28,37,40,1,"£8,036,628","£8,036,628",,,,,,,
6/2/2007,"1 10 33 35 38 43 34",1,10,33,35,38,43,34,"£5,237,215 Rolled","£5,237,215",,,,,,,
5/30/2007,"2 20 22 25 41 47 37",2,20,22,25,41,47,37,"£2,745,415","£2,745,415",,,,,,,
5/26/2007,"3 15 19 24 28 34 17",3,15,19,24,28,34,17,"£7,448,493","£7,448,493",,,,,,,
5/23/2007,"3 19 31 32 36 40 43",3,19,31,32,36,40,43,"£2,777,455 Rolled","£2,777,455",,,,,,,
5/19/2007,"17 19 20 32 36 48 18",17,19,20,32,36,48,18,"£7,923,399","£7,923,399",,,,,,,
5/16/2007,"9 20 22 24 27 28 12",9,20,22,24,27,28,12,"£2,399,505 Rolled","£2,399,505",,,,,,,
5/12/2007,"3 6 9 12 40 43 44",3,6,9,12,40,43,44,"£4,099,866","£4,099,866",,,,,,,
5/9/2007,"8 9 19 34 47 49 4",8,9,19,34,47,49,4,"£2,557,161","£2,557,161",,,,,,,
5/5/2007,"4 33 34 38 39 49 23",4,33,34,38,39,49,23,"£5,477,094","£5,477,094",,,,,,,
5/2/2007,"11 18 25 27 39 44 34",11,18,25,27,39,44,34,"£2,340,280","£2,340,280",,,,,,,
4/28/2007,"11 17 24 28 41 47 48",11,17,24,28,41,47,48,"£4,586,968","£4,586,968",,,,,,,
4/25/2007,"1 7 25 31 32 39 18",1,7,25,31,32,39,18,"£2,587,268","£2,587,268",,,,,,,
4/21/2007,"14 20 21 30 41 46 6",14,20,21,30,41,46,6,"£5,274,577","£5,274,577",,,,,,,
4/18/2007,"8 11 17 30 32 41 47",8,11,17,30,32,41,47,"£2,527,168","£2,527,168",,,,,,,
4/14/2007,"13 16 23 29 36 49 14",13,16,23,29,36,49,14,"£4,789,126","£4,789,126",,,,,,,
4/11/2007,"8 11 21 32 35 42 47",8,11,21,32,35,42,47,"£2,459,554","£2,459,554",,,,,,,
4/7/2007,"23 24 30 31 33 37 20",23,24,30,31,33,37,20,"£8,372,751","£8,372,751",,,,,,,
4/4/2007,"11 14 19 35 46 49 17",11,14,19,35,46,49,17,"£2,768,390 Rolled","£2,768,390",,,,,,,
3/31/2007,"3 35 39 42 44 48 41",3,35,39,42,44,48,41,"£5,143,775","£5,143,775",,,,,,,
3/28/2007,"2 5 19 23 32 41 38",2,5,19,23,32,41,38,"£2,399,426","£2,399,426",,,,,,,
3/24/2007,"9 14 26 28 30 45 38",9,14,26,28,30,45,38,"£4,514,652","£4,514,652",,,,,,,
3/21/2007,"15 19 29 35 44 45 7",15,19,29,35,44,45,7,"£2,718,472","£2,718,472",,,,,,,
3/17/2007,"1 9 14 20 43 44 32",1,9,14,20,43,44,32,"£4,806,990","£4,806,990",,,,,,,
3/14/2007,"6 21 24 38 39 48 41",6,21,24,38,39,48,41,"£8,412,682","£8,412,682",,,,,,,
3/10/2007,"1 9 16 34 38 41 4",1,9,16,34,38,41,4,"£5,151,207 Rolled","£5,151,207",,,,,,,
3/7/2007,"4 14 25 35 42 48 37",4,14,25,35,42,48,37,"£2,703,190","£2,703,190",,,,,,,
3/3/2007,"1 5 11 19 28 36 38",1,5,11,19,28,36,38,"£3,864,530","£3,864,530",,,,,,,
2/28/2007,"4 15 34 40 44 46 45",4,15,34,40,44,46,45,"£2,928,483","£2,928,483",,,,,,,
2/24/2007,"5 18 26 34 42 49 8",5,18,26,34,42,49,8,"£4,918,320","£4,918,320",,,,,,,
2/21/2007,"1 6 26 34 39 42 25",1,6,26,34,39,42,25,"£8,843,066","£8,843,066",,,,,,,
2/17/2007,"6 18 40 43 47 49 32",6,18,40,43,47,49,32,"£5,379,697 Rolled","£5,379,697",,,,,,,
2/14/2007,"1 2 4 38 42 43 23",1,2,4,38,42,43,23,"£9,002,814","£9,002,814",,,,,,,
2/10/2007,"22 26 38 39 41 42 8",22,26,38,39,41,42,8,"£5,478,737 Rolled","£5,478,737",,,,,,,
2/7/2007,"6 16 18 29 30 35 48",6,16,18,29,30,35,48,"£2,561,750","£2,561,750",,,,,,,
2/3/2007,"13 17 39 46 47 49 48",13,17,39,46,47,49,48,"£8,471,383","£8,471,383",,,,,,,
1/31/2007,"13 14 21 30 43 49 17",13,14,21,30,43,49,17,"£2,767,055 Rolled","£2,767,055",,,,,,,
1/27/2007,"4 15 21 23 24 38 36",4,15,21,23,24,38,36,"£4,693,076","£4,693,076",,,,,,,
1/24/2007,"2 8 10 31 46 48 12",2,8,10,31,46,48,12,"£2,543,691","£2,543,691",,,,,,,
1/20/2007,"4 7 26 28 39 49 47",4,7,26,28,39,49,47,"£4,595,315","£4,595,315",,,,,,,
1/17/2007,"12 17 21 25 31 37 30",12,17,21,25,31,37,30,"£2,487,503","£2,487,503",,,,,,,
1/13/2007,"5 8 12 20 28 48 40",5,8,12,20,28,48,40,"£4,024,672","£4,024,672",,,,,,,
1/10/2007,"1 2 13 29 33 49 6",1,2,13,29,33,49,6,"£2,578,368","£2,578,368",,,,,,,
1/6/2007,"15 25 29 35 39 40 11",15,25,29,35,39,40,11,"£5,379,770","£5,379,770",,,,,,,
1/3/2007,"4 6 30 36 43 44 20",4,6,30,36,43,44,20,"£2,638,211","£2,638,211",,,,,,,
12/30/2006,"1 2 7 11 37 45 14",1,2,7,11,37,45,14,"£7,447,128","£7,447,128",,,,,,,
12/27/2006,"16 27 29 34 39 45 19",16,27,29,34,39,45,19,"£2,773,544 Rolled","£2,773,544",,,,,,,
12/23/2006,"10 16 24 37 44 49 4",10,16,24,37,44,49,4,"£5,373,904","£5,373,904",,,,,,,
12/20/2006,"4 10 21 22 25 38 31",4,10,21,22,25,38,31,"£2,430,156","£2,430,156",,,,,,,
12/16/2006,"5 8 11 27 30 46 34",5,8,11,27,30,46,34,"£4,118,079","£4,118,079",,,,,,,
12/13/2006,"4 12 14 20 46 49 24",4,12,14,20,46,49,24,"£2,726,133","£2,726,133",,,,,,,
12/9/2006,"5 8 10 18 20 46 43",5,8,10,18,20,46,43,"£4,384,438","£4,384,438",,,,,,,
12/6/2006,"2 5 9 12 22 32 34",2,5,9,12,22,32,34,"£6,979,907","£6,979,907",,,,,,,
12/2/2006,"9 11 15 31 42 46 27",9,11,15,31,42,46,27,"£4,746,796 Rolled","£4,746,796",,,,,,,
11/29/2006,"17 20 31 40 42 46 1",17,20,31,40,42,46,1,"£2,973,922","£2,973,922",,,,,,,
11/25/2006,"4 7 31 38 44 48 1",4,7,31,38,44,48,1,"£4,616,144","£4,616,144",,,,,,,
11/22/2006,"14 15 24 31 45 49 34",14,15,24,31,45,49,34,"£9,006,708","£9,006,708",,,,,,,
11/18/2006,"1 19 20 32 42 46 49",1,19,20,32,42,46,49,"£5,555,990 Rolled","£5,555,990",,,,,,,
11/15/2006,"2 3 17 22 40 42 12",2,3,17,22,40,42,12,"£2,543,170","£2,543,170",,,,,,,
11/11/2006,"23 24 28 33 34 41 18",23,24,28,33,34,41,18,"£8,899,965","£8,899,965",,,,,,,
